n_test_windows,true_new_better_rate,ess_gate_pass_rate,ess_absolute_pass_rate,ess_fraction_pass_rate,minimum_ess_fraction_used,mean_lcb_normal,mean_ess_new,mean_ess_base,mean_ess_fraction_new,mean_ess_fraction_base,point_selection_accuracy,point_unsafe_rate,point_n_adoptions,point_adoption_rate,point_false_rejection_rate,point_ess_selection_accuracy,point_ess_unsafe_rate,point_ess_n_adoptions,point_ess_adoption_rate,point_ess_false_rejection_rate,lcb_ess_selection_accuracy,lcb_ess_unsafe_rate,lcb_ess_n_adoptions,lcb_ess_adoption_rate,lcb_ess_false_rejection_rate
34,0.5882352941176471,0.5588235294117647,1.0,0.5588235294117647,0.02,-0.0008727475595962678,130.29569747245273,219.12170365559936,0.02454882311278588,0.040791389940642,0.5882352941176471,0.2857142857142857,14,0.4117647058823529,0.5,0.4117647058823529,0.5,4,0.11764705882352941,0.9,0.4117647058823529,,0,0.0,1.0
